Location,Indicator,Period,Dim1,First Tooltip
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,15
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,27.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2.8
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,17.1
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,31
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,3.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,21.4
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,38.7
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,4.2
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,26.9
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,48.3
Guyana,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.4
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,8.3
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,13.3
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,3.3
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,8.5
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,13.5
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,3.4
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,8.6
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,13.7
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,3.5
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,8.8
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,13.9
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,3.6
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,8.9
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,14.1
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,3.8
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,9.1
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,14.3
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,3.9
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,9.7
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,15.1
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,4.3
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,10.9
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,16.6
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,5.2
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,12.4
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,18.5
Haiti,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,6.3
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,30.6
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,34.8
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,26.4
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,31
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,35.2
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,26.8
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,31.4
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,35.6
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,27.2
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,31.9
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,36.3
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,27.5
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,32.4
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,36.9
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,27.9
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,32.9
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,37.5
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,28.3
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,34.2
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,39
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,29.5
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,37
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,42.2
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,31.8
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,40
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,45.8
Hungary,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,34.3
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,13.8
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,13.9
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,13.7
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,14.4
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,14.6
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,14.3
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,15
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,15.3
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,14.7
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,15.7
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,16
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,15.4
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,16.4
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,16.7
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,16
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,17.1
Iceland,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,17.6
