Location,Dim2,Indicator,Period,Dim1,First Tooltip
Botswana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,88.05 [69.76-106.3]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.73 [13.58-23.75]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.38 [14.6-26]
Botswana,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.13 [12.39-21.8]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.79 [22.31-39.04]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,39.22 [28.11-50.05]
Botswana,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,25 [18.09-31.82]
Botswana,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.78 [0.49-1.06]
Botswana,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.21 [0.75-1.69]
Botswana,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.35 [0.23-0.47]
Botswana,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.37 [0.87-1.88]
Botswana,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.5 [1.54-3.49]
Botswana,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.56 [0.36-0.74]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.72 [12-19.48]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.47 [10.38-16.76]
Botswana,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.91 [13.54-22.43]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.16 [24.55-39.85]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,31.57 [24.34-39.29]
Botswana,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,31.92 [24.14-39.98]
Botswana,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.63 [7.39-12.12]
Botswana,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.27 [6.38-10.4]
Botswana,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.95 [8.32-14]
Botswana,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.67 [15.09-24.77]
Botswana,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.79 [15.25-24.88]
Botswana,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.37 [14.71-24.76]
Botswana,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.82 [5.09-10.55]
Botswana,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.62 [5.11-14.35]
Botswana,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.06 [4.1-7.84]
Botswana,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.31 [11.28-23.37]
Botswana,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,27.38 [14.54-40.86]
Botswana,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,11.19 [7.57-14.47]
Brazil,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,31 [24.49-40.81]
Brazil,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,33.77 [26.88-44.16]
Brazil,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,28.33 [21.94-37.91]
Brazil,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,29.87 [23.6-39.31]
Brazil,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,37.16 [29.58-48.6]
Brazil,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,24.08 [18.65-32.22]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.03 [3.72-11.73]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.94 [3.62-11.6]
Brazil,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.12 [3.88-11.9]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.83 [3.62-11.4]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.9 [4.12-13.21]
Brazil,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.97 [3.26-9.99]
Brazil,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.62 [0.85-2.71]
Brazil,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.85 [0.94-3.13]
Brazil,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.39 [0.73-2.41]
Brazil,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.57 [0.82-2.62]
Brazil,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.03 [1.03-3.42]
Brazil,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.23 [0.64-2.12]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.75 [8.96-14.77]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.8 [10.79-17.19]
Brazil,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.76 [7.17-12.51]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.25 [8.58-14.14]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.66 [11.46-18.26]
Brazil,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.38 [6.15-10.74]
Brazil,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.71 [3.93-8.71]
Brazil,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.9 [4.22-8.65]
Brazil,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.52 [3.67-8.94]
Brazil,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.47 [3.77-8.35]
Brazil,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.47 [4.63-9.47]
Brazil,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.7 [3.12-7.61]
Brazil,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.9 [2.51-8.21]
Brazil,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.28 [2.39-8.98]
Brazil,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.54 [2.44-7.34]
Brazil,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.75 [2.43-7.95]
Brazil,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.11 [2.77-10.39]
Brazil,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.8 [2.05-6.15]
Brunei Darussalam,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.52 [6.15-11.2]
Brunei Darussalam,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.64 [7.05-12.53]
Brunei Darussalam,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.32 [5.11-9.79]
Brunei Darussalam,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.32 [9.62-17.52]
Brunei Darussalam,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.34 [11.21-19.94]
Brunei Darussalam,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,11.38 [7.94-15.22]
Brunei Darussalam,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,0.56 [0.031-1.7]
